Id,MSSubClass,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,BldgType,HouseStyle,OverallQual,OverallCond,Neighborhood,Condition1,Condition2,LandContour,Utilities,LotConfig,LandSlope,LotArea,Street,Alley,LotShape,MSZoning,LotFrontage,MoSold,YrSold,SaleType,SaleCondition,SalePrice
333,20,0,0,NA,NA,NA,0,Attchd,2003,RFn,3,880,TA,TA,Y,0,0,0,0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1629,0,0,1629,Gd,TA,No,GLQ,1124,NA,479,1603,3206,VinylSd,BrkFace,296,Gd,TA,PConc,2003,2004,Gable,CompShg,VinylSd,1Fam,1Story,8,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,10655,Pave,NA,IR1,RL,85,10,2009,WD,Normal,284000
334,120,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,484,TA,TA,Y,192,30,0,0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1358,0,0,1358,Gd,TA,Av,GLQ,720,Unf,0,638,1358,VinylSd,Stone,146,Gd,TA,PConc,2004,2004,Gable,CompShg,VinylSd,TwnhsE,1Story,7,5,NridgHt,Norm,Norm,Lvl,AllPub,FR3,Gtl,8198,Pave,NA,Reg,RM,59,7,2008,WD,Normal,207000
335,60,0,0,NA,NA,NA,0,Attchd,1998,Fin,2,472,TA,TA,Y,100,38,0,0,1,0,2,1,3,1,TA,7,Typ,2,TA,GasA,Gd,Y,SBrkr,943,695,0,1638,Gd,TA,Gd,GLQ,828,Unf,0,115,943,VinylSd,None,0,TA,TA,PConc,1998,1998,Gable,CompShg,VinylSd,1Fam,2Story,6,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,9042,Pave,NA,IR1,RL,59,7,2008,WD,Normal,192000
336,190,0,0,NA,NA,Shed,700,Attchd,1965,Fin,2,529,TA,TA,Y,670,0,0,0,2,0,2,0,3,1,TA,7,Typ,2,Gd,GasA,Ex,Y,SBrkr,1619,167,0,1786,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,Plywood,None,0,TA,TA,CBlock,1965,1965,Gable,CompShg,Plywood,2fmCon,1.5Fin,5,6,Timber,Norm,Norm,HLS,AllPub,Corner,Sev,164660,Grvl,NA,IR1,RL,NA,8,2008,WD,Normal,228950
337,20,0,0,NA,NA,NA,0,Attchd,2005,Fin,3,676,TA,TA,Y,178,51,0,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,1922,0,0,1922,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,VinylSd,Stone,200,Gd,TA,PConc,2005,2006,Hip,CompShg,VinylSd,1Fam,1Story,9,5,StoneBr,Norm,Norm,HLS,AllPub,Corner,Gtl,14157,Pave,NA,IR1,RL,86,7,2007,WD,Normal,377426
338,20,0,0,NA,NA,NA,0,Attchd,2002,RFn,2,532,TA,TA,Y,192,74,0,0,1,0,2,0,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,1536,0,0,1536,Gd,TA,Av,GLQ,810,Unf,0,726,1536,VinylSd,BrkFace,113,Gd,TA,PConc,2002,2003,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,9135,Pave,NA,Reg,RL,70,12,2008,WD,Normal,214000
339,20,0,0,NA,NA,Shed,400,Attchd,1984,RFn,2,440,TA,TA,Y,108,45,0,0,1,0,2,0,3,1,Gd,8,Typ,0,NA,GasA,Ex,Y,SBrkr,1621,0,0,1621,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,Wd Sdng,None,0,Gd,TA,CBlock,1984,1998,Gable,CompShg,Wd Sdng,1Fam,1Story,7,7,NWAmes,Norm,Norm,Lvl,AllPub,Corner,Gtl,14145,Pave,NA,Reg,RL,91,5,2006,WD,Normal,202500
340,20,234,0,NA,NA,NA,0,Attchd,1958,Unf,1,297,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,6,Typ,0,NA,GasA,TA,Y,FuseA,1215,0,0,1215,TA,Fa,No,Rec,585,Unf,0,630,1215,Wd Sdng,BrkFace,176,TA,TA,CBlock,1958,1998,Hip,CompShg,Wd Sdng,1Fam,1Story,6,7,NAmes,Feedr,Norm,Lvl,AllPub,Inside,Gtl,12400,Pave,NA,IR1,RL,66,6,2009,WD,Normal,155000
341,60,0,0,NA,NA,NA,0,Attchd,2002,Fin,2,431,TA,TA,Y,135,0,0,0,0,0,2,1,4,1,Gd,9,Typ,0,NA,GasA,Ex,Y,SBrkr,993,915,0,1908,Gd,TA,No,Unf,0,Unf,0,967,967,VinylSd,None,0,Gd,TA,PConc,2002,2002,Gable,CompShg,VinylSd,1Fam,2Story,8,5,Timber,Norm,Norm,Lvl,AllPub,Inside,Gtl,14191,Pave,NA,Reg,RL,85,4,2010,WD,Normal,202900
342,20,0,0,NA,NA,NA,0,CarPort,1950,Unf,1,294,TA,TA,N,250,0,24,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Gd,Y,SBrkr,841,0,0,841,TA,Fa,No,Unf,0,Unf,0,721,721,AsbShng,None,0,Fa,Fa,CBlock,1950,1950,Gable,CompShg,Wd Sdng,1Fam,1Story,4,4,SawyerW,Feedr,Norm,Lvl,AllPub,Inside,Gtl,8400,Pave,NA,Reg,RH,60,9,2009,WD,Normal,82000
343,90,0,0,NA,NA,NA,0,Detchd,1949,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,2,0,2,2,TA,6,Typ,0,NA,Wall,Fa,N,FuseA,1040,0,0,1040,NA,NA,NA,NA,0,NA,0,0,0,Stucco,BrkFace,340,TA,TA,Slab,1949,1950,Gable,CompShg,Stucco,Duplex,1Story,3,4,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8544,Pave,NA,Reg,RL,NA,5,2006,WD,Normal,87500
344,120,0,0,NA,NA,NA,0,Attchd,2005,RFn,2,564,TA,TA,Y,495,72,0,0,0,0,2,0,2,1,Ex,6,Typ,1,Ex,GasA,Ex,Y,SBrkr,1684,0,0,1684,Ex,TA,No,GLQ,28,Unf,0,1656,1684,MetalSd,BrkFace,616,Ex,TA,PConc,2005,2005,Hip,CompShg,MetalSd,TwnhsE,1Story,9,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,8849,Pave,NA,IR1,RL,63,7,2008,WD,Normal,266000
345,160,0,0,NA,NA,NA,0,Attchd,1976,Unf,1,336,TA,TA,Y,182,0,0,0,0,0,1,1,3,1,TA,4,Typ,0,NA,GasA,TA,Y,SBrkr,536,576,0,1112,Gd,TA,No,Rec,129,BLQ,232,175,536,CmentBd,None,0,TA,TA,CBlock,1976,1976,Gable,CompShg,CemntBd,TwnhsE,2Story,5,3,MeadowV,Norm,Norm,Lvl,AllPub,Inside,Gtl,2592,Pave,NA,Reg,RM,36,4,2010,WD,Normal,85000
346,50,0,0,NA,NA,NA,0,Detchd,1939,Unf,1,312,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,Fa,6,Typ,1,Gd,GasA,Gd,Y,SBrkr,972,605,0,1577,TA,TA,No,Unf,0,Unf,0,972,972,MetalSd,None,0,TA,TA,BrkTil,1939,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,6,5,BrkSide,RRAn,Norm,Lvl,AllPub,Inside,Gtl,6435,Pave,NA,Reg,RL,65,10,2006,WD,Normal,140200
347,20,0,0,NA,NA,Gar2,15500,Attchd,1960,RFn,1,301,TA,TA,Y,0,0,0,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,TA,Y,SBrkr,958,0,0,958,TA,TA,Mn,BLQ,498,Unf,0,460,958,MetalSd,None,0,TA,Gd,CBlock,1960,1998,Hip,CompShg,MetalSd,1Fam,1Story,6,8,NAmes,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,12772,Pave,NA,IR1,RL,NA,4,2007,WD,Normal,151500
348,20,0,0,NA,NA,NA,0,Attchd,1960,Unf,2,498,TA,TA,Y,0,40,0,0,1,0,2,0,3,1,TA,6,Typ,2,Gd,GasA,Ex,Y,FuseA,1478,0,0,1478,TA,TA,No,BLQ,1270,Unf,0,208,1478,Wd Sdng,BrkFace,30,TA,TA,CBlock,1960,1960,Gable,CompShg,Wd Sdng,1Fam,1Story,6,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,17600,Pave,NA,IR1,RL,NA,12,2009,WD,Normal,157500
349,160,0,0,NA,NA,NA,0,BuiltIn,2003,RFn,2,474,TA,TA,Y,0,27,0,0,1,0,2,1,2,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,764,862,0,1626,Gd,TA,No,GLQ,573,Unf,0,191,764,Wd Shng,Stone,106,Gd,TA,PConc,2003,2004,Gable,CompShg,VinylSd,Twnhs,2Story,7,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,2448,Pave,NA,Reg,RL,36,10,2008,WD,Normal,154000
350,60,0,0,NA,NA,NA,0,Attchd,2006,Fin,3,706,TA,TA,Y,0,0,0,0,1,0,2,1,4,1,Ex,10,Typ,2,Ex,GasA,Ex,Y,SBrkr,1848,880,0,2728,Ex,TA,No,GLQ,1410,Unf,0,438,1848,CmentBd,BrkFace,870,Ex,TA,PConc,2005,2006,Hip,CompShg,CemntBd,1Fam,2Story,9,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,20431,Pave,NA,IR2,RL,56,4,2006,New,Partial,437154
351,120,0,0,NA,NA,NA,0,Attchd,2007,RFn,2,617,TA,TA,Y,210,54,0,0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1869,0,0,1869,Ex,TA,No,Unf,0,Unf,0,1869,1869,MetalSd,BrkFace,362,Ex,TA,PConc,2007,2007,Hip,CompShg,MetalSd,TwnhsE,1Story,9,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,7820,Pave,NA,IR1,RL,68,12,2007,New,Partial,318061
352,120,184,0,NA,NA,NA,0,Attchd,1986,RFn,2,445,TA,TA,Y,0,80,0,0,1,0,1,1,2,1,Gd,6,Typ,1,TA,GasA,Gd,Y,SBrkr,1453,0,0,1453,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,Wd Sdng,None,0,TA,TA,PConc,1986,1986,Gable,CompShg,Wd Sdng,1Fam,1Story,7,5,ClearCr,Norm,Norm,Low,AllPub,Inside,Mod,5271,Pave,NA,IR1,RL,NA,12,2006,WD,Abnorml,190000
353,50,0,0,NA,NA,NA,0,Detchd,1941,Unf,1,200,TA,Fa,Y,48,0,0,0,0,1,1,0,3,1,TA,5,Typ,0,NA,GasA,TA,N,SBrkr,616,495,0,1111,TA,Fa,Mn,LwQ,236,Rec,380,0,616,VinylSd,None,0,TA,TA,CBlock,1941,1950,Gable,CompShg,VinylSd,1Fam,1.5Fin,5,6,Edwards,Artery,Norm,Lvl,AllPub,Inside,Gtl,9084,Pave,NA,Reg,RL,60,3,2008,ConLw,Normal,95000
354,30,0,0,NA,NA,NA,0,Detchd,2005,Unf,2,484,TA,TA,Y,106,0,0,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,Gd,Y,SBrkr,720,0,0,720,TA,TA,No,Unf,0,Unf,0,624,624,VinylSd,None,0,TA,Gd,BrkTil,1928,2003,Gable,CompShg,VinylSd,1Fam,1Story,6,8,OldTown,Norm,Norm,Lvl,AllPub,Inside,Gtl,8520,Pave,NA,Reg,RM,60,5,2010,WD,Normal,105900
355,50,0,0,NA,NA,NA,0,Attchd,1940,Unf,1,240,TA,TA,Y,0,0,108,0,0,0,1,0,2,1,TA,6,Typ,2,Gd,GasA,Ex,Y,SBrkr,1192,403,0,1595,TA,TA,No,LwQ,388,Unf,0,552,940,MetalSd,None,0,TA,TA,CBlock,1940,2000,Gable,CompShg,Wd Sdng,1Fam,1.5Fin,6,5,SWISU,Norm,Norm,Bnk,AllPub,Inside,Gtl,8400,Pave,NA,Reg,RL,60,6,2006,WD,Normal,140000
356,20,0,0,NA,NA,NA,0,Attchd,1995,RFn,2,521,TA,TA,Y,0,26,0,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1200,0,0,1200,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,VinylSd,None,0,Gd,Gd,PConc,1995,1995,Gable,CompShg,VinylSd,1Fam,1Story,6,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,11249,Pave,NA,IR2,RL,105,8,2007,WD,Normal,177500
357,20,0,0,NA,NA,NA,0,Attchd,1992,RFn,2,400,TA,TA,Y,120,26,0,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Gd,Y,SBrkr,1167,0,0,1167,Gd,TA,No,GLQ,560,Unf,0,598,1158,HdBoard,BrkFace,106,TA,TA,PConc,1992,1992,Gable,CompShg,HdBoard,1Fam,1Story,6,6,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,9248,Pave,NA,IR1,RL,NA,7,2009,WD,Normal,173000
358,120,0,0,NA,MnPrv,NA,0,Attchd,1976,Fin,2,528,TA,TA,Y,536,90,0,0,1,0,1,1,3,1,TA,6,Typ,1,Po,GasA,TA,Y,SBrkr,1142,0,0,1142,Gd,TA,No,ALQ,874,Unf,0,268,1142,CmentBd,None,0,TA,TA,PConc,1976,1976,Gable,CompShg,CemntBd,TwnhsE,1Story,5,5,MeadowV,Norm,Norm,Lvl,AllPub,Inside,Gtl,4224,Pave,NA,Reg,RM,44,8,2007,WD,Normal,134000
359,80,0,0,NA,NA,NA,0,BuiltIn,1958,Unf,1,288,TA,TA,Y,168,0,294,0,0,1,1,0,3,1,Gd,6,Min2,0,NA,GasA,Ex,Y,FuseF,1352,0,0,1352,TA,TA,Av,BLQ,300,Rec,294,468,1062,ImStucc,BrkFace,120,TA,TA,CBlock,1958,1958,Hip,CompShg,Wd Sdng,1Fam,SLvl,5,4,ClearCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,6930,Pave,NA,IR1,RL,92,7,2006,WD,Abnorml,130000
360,60,374,0,NA,NA,NA,0,Attchd,1998,RFn,2,592,TA,TA,Y,208,75,0,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,GasA,Ex,Y,SBrkr,1086,838,0,1924,Gd,TA,Av,GLQ,956,Unf,0,130,1086,VinylSd,BrkFace,530,Gd,TA,PConc,1998,1998,Gable,CompShg,VinylSd,1Fam,2Story,8,5,NoRidge,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,12011,Pave,NA,IR1,RL,78,6,2006,WD,Normal,280000
361,85,192,0,NA,MnPrv,NA,0,Attchd,1978,RFn,2,470,TA,TA,Y,0,0,0,0,1,0,1,0,2,1,TA,5,Typ,1,TA,GasA,Ex,Y,SBrkr,912,0,0,912,Gd,TA,Av,GLQ,773,Unf,0,115,888,VinylSd,None,0,TA,TA,CBlock,1978,1978,Gable,CompShg,VinylSd,1Fam,SFoyer,6,6,Mitchel,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,7540,Pave,NA,IR1,RL,NA,6,2007,WD,Normal,156000
362,50,0,0,NA,NA,NA,0,Detchd,1940,Unf,1,240,TA,TA,N,0,0,0,0,1,0,1,0,3,1,TA,8,Typ,0,NA,GasA,Gd,Y,SBrkr,988,517,0,1505,TA,TA,No,Rec,399,Unf,0,484,883,MetalSd,None,0,TA,TA,CBlock,1940,1982,Gable,CompShg,MetalSd,1Fam,1.5Fin,5,5,BrkSide,Norm,Norm,Lvl,AllPub,Inside,Gtl,9144,Pave,Pave,Reg,RL,NA,7,2008,WD,Normal,145000
363,85,0,0,NA,NA,NA,0,BuiltIn,2003,RFn,2,672,TA,TA,Y,0,0,177,0,0,0,3,0,4,1,Gd,7,Typ,1,Ex,GasA,Ex,Y,SBrkr,495,1427,0,1922,NA,NA,NA,NA,0,NA,0,0,0,HdBoard,BrkFace,500,Gd,TA,Slab,2003,2003,Gable,CompShg,HdBoard,1Fam,SFoyer,7,5,Edwards,Norm,Norm,Lvl,AllPub,Corner,Gtl,7301,Pave,NA,Reg,RL,64,7,2009,ConLD,Normal,198500
364,160,0,0,NA,NA,NA,0,Detchd,1972,Unf,1,264,TA,TA,Y,250,0,0,0,0,0,1,1,2,1,Gd,5,Typ,0,NA,GasA,Gd,Y,SBrkr,483,504,0,987,TA,TA,No,ALQ,162,Unf,0,321,483,HdBoard,BrkFace,510,TA,TA,CBlock,1972,2007,Gable,CompShg,HdBoard,Twnhs,2Story,6,8,BrDale,Norm,Norm,Lvl,AllPub,Inside,Gtl,1680,Pave,NA,Reg,RM,21,5,2009,WD,Normal,118000
365,60,0,0,NA,NA,NA,0,Attchd,1976,Fin,2,566,TA,TA,Y,306,111,0,0,1,0,2,1,3,1,TA,6,Typ,1,TA,GasA,TA,Y,SBrkr,790,784,0,1574,Gd,TA,Mn,GLQ,712,Unf,0,84,796,HdBoard,BrkFace,120,TA,TA,PConc,1976,1976,Gable,CompShg,HdBoard,1Fam,2Story,6,5,NWAmes,Norm,Norm,Lvl,AllPub,FR2,Gtl,18800,Pave,NA,IR1,RL,NA,7,2006,WD,Normal,190000
366,70,0,0,NA,NA,NA,0,Detchd,1964,Unf,1,468,TA,Fa,Y,0,128,218,0,0,0,1,0,3,1,TA,6,Typ,0,NA,GasA,Gd,Y,FuseA,672,672,0,1344,TA,Fa,No,Rec,456,Unf,0,216,672,VinylSd,None,0,TA,Gd,CBlock,1920,1997,Hip,CompShg,VinylSd,1Fam,2Story,5,7,IDOTRR,Norm,Norm,Lvl,AllPub,Inside,Gtl,10690,Pave,NA,Reg,RM,59,7,2009,WD,Normal,147000
367,20,185,0,NA,NA,NA,0,Attchd,1963,RFn,2,514,TA,TA,Y,0,76,0,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,GasA,Gd,Y,SBrkr,1394,0,0,1394,Gd,TA,No,BLQ,609,Unf,0,785,1394,Plywood,BrkFace,247,TA,TA,CBlock,1963,1963,Gable,CompShg,Plywood,1Fam,1Story,6,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,9500,Pave,NA,IR1,RL,NA,7,2009,WD,Normal,159000
368,80,0,0,NA,NA,NA,0,Basment,1962,RFn,1,296,TA,TA,Y,64,110,0,0,0,1,1,0,3,1,TA,6,Typ,1,Gd,GasA,Gd,Y,SBrkr,1431,0,0,1431,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,Plywood,BrkFace,305,TA,TA,CBlock,1962,1962,Gable,Tar&Grv,Plywood,1Fam,SLvl,6,5,NAmes,Norm,Norm,Lvl,AllPub,Corner,Gtl,9150,Pave,NA,IR1,RL,101,12,2008,WD,Normal,165000
369,20,0,0,NA,NA,NA,0,Attchd,1954,Fin,1,244,TA,TA,Y,0,98,0,0,0,0,1,0,2,1,TA,7,Typ,1,Gd,GasA,Gd,Y,SBrkr,1268,0,0,1268,TA,TA,No,LwQ,540,Unf,0,728,1268,HdBoard,BrkFace,200,TA,TA,PConc,1954,1954,Gable,CompShg,HdBoard,1Fam,1Story,5,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,7800,Pave,NA,Reg,RL,78,3,2010,WD,Normal,132000
370,20,182,0,NA,NA,NA,0,Detchd,1997,Fin,2,576,TA,TA,Y,364,17,0,0,1,0,1,0,3,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1287,0,0,1287,TA,TA,No,ALQ,72,Rec,258,733,1063,Wd Sdng,None,0,TA,Gd,CBlock,1959,2006,Gable,CompShg,Wd Sdng,1Fam,1Story,5,7,NAmes,Norm,Norm,Lvl,AllPub,Corner,Gtl,9830,Pave,NA,IR1,RL,NA,3,2010,WD,Normal,162000
371,60,0,0,NA,NA,NA,0,Attchd,2000,RFn,2,460,TA,TA,Y,100,40,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,Ex,Y,SBrkr,953,711,0,1664,Gd,TA,No,Unf,0,Unf,0,953,953,VinylSd,None,0,TA,TA,PConc,2000,2000,Gable,CompShg,VinylSd,1Fam,2Story,6,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,8121,Pave,NA,IR1,RL,NA,1,2006,WD,Normal,172400
372,50,0,0,NA,NA,NA,0,Detchd,1991,Fin,2,680,TA,TA,N,0,59,0,0,0,0,2,0,4,1,TA,7,Min2,1,Gd,GasA,TA,Y,SBrkr,1120,468,0,1588,NA,NA,NA,NA,0,NA,0,0,0,Plywood,None,0,TA,TA,CBlock,1959,1959,Gable,CompShg,WdShing,1Fam,1.5Fin,4,4,ClearCr,Feedr,Norm,Lvl,AllPub,Inside,Gtl,17120,Pave,NA,Reg,RL,80,7,2008,WD,Normal,134432
373,120,90,0,NA,MnPrv,NA,0,Attchd,1984,Unf,1,264,TA,TA,Y,353,0,0,0,1,0,1,0,2,1,TA,4,Typ,0,NA,GasA,TA,Y,SBrkr,752,0,0,752,Gd,TA,No,ALQ,623,LwQ,121,0,744,Plywood,None,0,TA,TA,CBlock,1984,1984,Gable,CompShg,Plywood,TwnhsE,1Story,6,5,SawyerW,Norm,Norm,Lvl,AllPub,Inside,Gtl,7175,Pave,NA,Reg,RL,50,2,2010,WD,Normal,125000
374,20,0,0,NA,GdWo,NA,0,Attchd,1953,Unf,1,270,TA,TA,Y,66,0,0,0,1,0,1,0,3,1,TA,5,Min2,0,NA,GasA,TA,Y,SBrkr,1319,0,0,1319,TA,TA,No,BLQ,428,LwQ,180,0,608,MetalSd,None,0,TA,TA,PConc,1953,1953,Gable,CompShg,MetalSd,1Fam,1Story,5,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10634,Pave,NA,Reg,RL,79,11,2009,WD,Normal,123000
375,60,0,0,NA,NA,NA,0,BuiltIn,2003,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,847,1081,0,1928,Gd,TA,No,Unf,0,Unf,0,847,847,VinylSd,None,0,Gd,TA,PConc,2003,2004,Gable,CompShg,VinylSd,1Fam,2Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,8200,Pave,NA,Reg,RL,65,7,2007,WD,Normal,219500
376,30,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,1,0,0,1,1,1,Fa,4,Maj1,0,NA,GasA,Gd,N,FuseA,904,0,0,904,Fa,Po,Gd,BLQ,350,Unf,0,333,683,Wd Sdng,None,0,Fa,Fa,BrkTil,1922,1950,Gable,CompShg,Wd Sdng,1Fam,1Story,1,1,Edwards,Norm,Norm,Low,AllPub,Inside,Sev,10020,Pave,NA,IR1,RL,NA,3,2009,WD,Normal,61000
377,85,0,0,NA,NA,NA,0,Detchd,1998,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,914,0,0,914,Gd,TA,Av,GLQ,298,Unf,0,572,870,VinylSd,None,0,Gd,TA,PConc,1996,1996,Gable,CompShg,VinylSd,1Fam,SFoyer,5,5,CollgCr,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,8846,Pave,NA,IR1,RL,57,7,2006,WD,Normal,148000
378,60,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,3,0,4,1,Gd,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,1580,886,0,2466,Gd,TA,No,Unf,0,Unf,0,1580,1580,CmentBd,None,0,Gd,TA,PConc,2004,2005,Gable,CompShg,CemntBd,1Fam,2Story,8,5,Somerst,Norm,Norm,Lvl,AllPub,Corner,Gtl,11143,Pave,NA,IR1,FV,102,12,2007,WD,Normal,340000
379,20,0,0,NA,NA,NA,0,Attchd,2010,Fin,3,834,TA,TA,Y,113,0,0,0,1,0,1,1,1,1,Ex,8,Typ,1,Ex,GasA,Ex,Y,SBrkr,1856,0,0,1856,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,VinylSd,Stone,350,Gd,TA,PConc,2010,2010,Hip,CompShg,VinylSd,1Fam,1Story,9,2,StoneBr,Norm,Norm,Lvl,AllPub,Corner,Gtl,11394,Pave,NA,Reg,RL,88,6,2010,New,Partial,394432
380,60,0,0,NA,NA,NA,0,Attchd,2000,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,Ex,Y,SBrkr,1007,793,0,1800,Gd,TA,No,Unf,0,Unf,0,982,982,VinylSd,BrkFace,16,TA,TA,PConc,2000,2000,Gable,CompShg,VinylSd,1Fam,2Story,6,5,Gilbert,RRAn,Norm,Lvl,AllPub,Inside,Gtl,8123,Pave,NA,IR1,RL,60,6,2009,WD,Normal,179000
381,50,0,0,NA,NA,NA,0,Detchd,1924,Unf,1,308,TA,TA,Y,0,0,242,0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,GasA,TA,Y,SBrkr,1026,665,0,1691,TA,TA,No,LwQ,218,Unf,0,808,1026,Wd Sdng,None,0,TA,TA,BrkTil,1924,1950,Gable,CompShg,BrkFace,1Fam,1.5Fin,5,6,SWISU,Norm,Norm,Lvl,AllPub,Inside,Gtl,5000,Pave,Pave,Reg,RL,50,5,2010,WD,Normal,127000
382,20,0,0,NA,NA,NA,0,Attchd,2006,RFn,2,572,TA,TA,Y,216,121,0,0,1,0,2,0,2,1,Gd,5,Typ,1,Gd,GasA,Ex,Y,SBrkr,1301,0,0,1301,Gd,Gd,No,Unf,0,Unf,0,1293,1293,VinylSd,None,0,Gd,TA,PConc,2006,2006,Gable,CompShg,VinylSd,1Fam,1Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,7200,Pave,Pave,Reg,FV,60,8,2006,New,Partial,187750
383,60,0,0,NA,NA,NA,0,Attchd,2006,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,2,1,3,1,Gd,8,Typ,0,NA,GasA,Ex,Y,SBrkr,939,858,0,1797,Gd,TA,Av,Unf,0,Unf,0,939,939,VinylSd,None,0,Gd,TA,PConc,2006,2006,Gable,CompShg,VinylSd,1Fam,2Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,9245,Pave,NA,IR1,RL,79,4,2007,WD,Normal,213500
384,45,0,0,NA,NA,NA,0,Detchd,1950,Unf,2,360,Fa,Fa,N,0,0,91,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,TA,N,FuseA,784,0,0,784,Fa,Fa,No,Unf,0,Unf,0,784,784,Wd Sdng,None,0,TA,TA,BrkTil,1928,1950,Gable,CompShg,Wd Sdng,1Fam,1.5Unf,6,3,SawyerW,Norm,Norm,Lvl,AllPub,Corner,Gtl,9000,Pave,NA,Reg,RH,60,10,2009,WD,Normal,76000
